message_id,channel_name,image_path,object_name,confidence_score
78,CheMed123,data\raw\images\CheMed123\78.jpg,person,0.7699
78,CheMed123,data\raw\images\CheMed123\78.jpg,person,0.3556
79,CheMed123,data\raw\images\CheMed123\79.jpg,,
80,CheMed123,data\raw\images\CheMed123\80.jpg,person,0.9279
80,CheMed123,data\raw\images\CheMed123\80.jpg,bottle,0.7433
80,CheMed123,data\raw\images\CheMed123\80.jpg,chair,0.5636
81,CheMed123,data\raw\images\CheMed123\81.jpg,bottle,0.8818
81,CheMed123,data\raw\images\CheMed123\81.jpg,bottle,0.8327
81,CheMed123,data\raw\images\CheMed123\81.jpg,bottle,0.8217
81,CheMed123,data\raw\images\CheMed123\81.jpg,bottle,0.8041
81,CheMed123,data\raw\images\CheMed123\81.jpg,bottle,0.7617
82,CheMed123,data\raw\images\CheMed123\82.jpg,bottle,0.8992
82,CheMed123,data\raw\images\CheMed123\82.jpg,bottle,0.8425
82,CheMed123,data\raw\images\CheMed123\82.jpg,bottle,0.7404
82,CheMed123,data\raw\images\CheMed123\82.jpg,apple,0.4785
85,CheMed123,data\raw\images\CheMed123\85.jpg,,
86,CheMed123,data\raw\images\CheMed123\86.jpg,person,0.9013
86,CheMed123,data\raw\images\CheMed123\86.jpg,refrigerator,0.357
87,CheMed123,data\raw\images\CheMed123\87.jpg,parking meter,0.2786
88,CheMed123,data\raw\images\CheMed123\88.jpg,,
9,CheMed123,data\raw\images\CheMed123\9.jpg,bottle,0.3872
90,CheMed123,data\raw\images\CheMed123\90.jpg,book,0.3078
91,CheMed123,data\raw\images\CheMed123\91.jpg,,
92,CheMed123,data\raw\images\CheMed123\92.jpg,,
93,CheMed123,data\raw\images\CheMed123\93.jpg,person,0.9077
94,CheMed123,data\raw\images\CheMed123\94.jpg,cup,0.7409
94,CheMed123,data\raw\images\CheMed123\94.jpg,person,0.4758
94,CheMed123,data\raw\images\CheMed123\94.jpg,cup,0.3856
95,CheMed123,data\raw\images\CheMed123\95.jpg,person,0.8684
95,CheMed123,data\raw\images\CheMed123\95.jpg,person,0.4918
96,CheMed123,data\raw\images\CheMed123\96.jpg,cup,0.326
97,CheMed123,data\raw\images\CheMed123\97.jpg,,
492122,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492122.jpg,bottle,0.7112
492122,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492122.jpg,person,0.4215
492122,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492122.jpg,chair,0.3095
492123,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492123.jpg,bottle,0.5856
492124,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492124.jpg,person,0.6376
492124,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492124.jpg,bottle,0.3775
492124,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492124.jpg,person,0.3101
492124,LobeliaCosmetics,data\raw\images\LobeliaCosmetics\492124.jpg,person,0.2832
196070,TikvahPharma,data\raw\images\TikvahPharma\196070.jpg,laptop,0.5637
196070,TikvahPharma,data\raw\images\TikvahPharma\196070.jpg,cell phone,0.435
196071,TikvahPharma,data\raw\images\TikvahPharma\196071.jpg,laptop,0.6673
196071,TikvahPharma,data\raw\images\TikvahPharma\196071.jpg,laptop,0.6013
196071,TikvahPharma,data\raw\images\TikvahPharma\196071.jpg,dining table,0.5994
196072,TikvahPharma,data\raw\images\TikvahPharma\196072.jpg,laptop,0.846
196072,TikvahPharma,data\raw\images\TikvahPharma\196072.jpg,person,0.5474
196073,TikvahPharma,data\raw\images\TikvahPharma\196073.jpg,laptop,0.7085
196078,TikvahPharma,data\raw\images\TikvahPharma\196078.jpg,,
196083,TikvahPharma,data\raw\images\TikvahPharma\196083.jpg,book,0.5127
196084,TikvahPharma,data\raw\images\TikvahPharma\196084.jpg,,
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,refrigerator,0.6737
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.5488
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.5268
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.5129
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.509
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.4895
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.4094
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.408
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.3889
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.3839
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.3614
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.3472
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.3245
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.3234
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.2932
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.2896
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.2826
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.2823
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.2668
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.2662
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.2612
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,bottle,0.26
196085,TikvahPharma,data\raw\images\TikvahPharma\196085.jpg,refrigerator,0.2506
196086,TikvahPharma,data\raw\images\TikvahPharma\196086.jpg,bottle,0.3017
196086,TikvahPharma,data\raw\images\TikvahPharma\196086.jpg,bottle,0.294
196105,TikvahPharma,data\raw\images\TikvahPharma\196105.jpg,,
196108,TikvahPharma,data\raw\images\TikvahPharma\196108.jpg,,
196109,TikvahPharma,data\raw\images\TikvahPharma\196109.jpg,,
196111,TikvahPharma,data\raw\images\TikvahPharma\196111.jpg,,
196131,TikvahPharma,data\raw\images\TikvahPharma\196131.jpg,,
196132,TikvahPharma,data\raw\images\TikvahPharma\196132.jpg,,
196134,TikvahPharma,data\raw\images\TikvahPharma\196134.jpg,bowl,0.3644
196141,TikvahPharma,data\raw\images\TikvahPharma\196141.jpg,laptop,0.9522
196141,TikvahPharma,data\raw\images\TikvahPharma\196141.jpg,laptop,0.9129
196141,TikvahPharma,data\raw\images\TikvahPharma\196141.jpg,tv,0.8287
196141,TikvahPharma,data\raw\images\TikvahPharma\196141.jpg,person,0.8244
196141,TikvahPharma,data\raw\images\TikvahPharma\196141.jpg,tv,0.8071
196141,TikvahPharma,data\raw\images\TikvahPharma\196141.jpg,person,0.4169
196141,TikvahPharma,data\raw\images\TikvahPharma\196141.jpg,keyboard,0.307
196142,TikvahPharma,data\raw\images\TikvahPharma\196142.jpg,laptop,0.7089
196157,TikvahPharma,data\raw\images\TikvahPharma\196157.jpg,bowl,0.4237
196157,TikvahPharma,data\raw\images\TikvahPharma\196157.jpg,book,0.3294
196164,TikvahPharma,data\raw\images\TikvahPharma\196164.jpg,book,0.2776
196165,TikvahPharma,data\raw\images\TikvahPharma\196165.jpg,,
196166,TikvahPharma,data\raw\images\TikvahPharma\196166.jpg,,
196167,TikvahPharma,data\raw\images\TikvahPharma\196167.jpg,book,0.3468
196169,TikvahPharma,data\raw\images\TikvahPharma\196169.jpg,book,0.2506
196170,TikvahPharma,data\raw\images\TikvahPharma\196170.jpg,,
196172,TikvahPharma,data\raw\images\TikvahPharma\196172.jpg,,
196177,TikvahPharma,data\raw\images\TikvahPharma\196177.jpg,laptop,0.9522
196177,TikvahPharma,data\raw\images\TikvahPharma\196177.jpg,laptop,0.9129
196177,TikvahPharma,data\raw\images\TikvahPharma\196177.jpg,tv,0.8287
196177,TikvahPharma,data\raw\images\TikvahPharma\196177.jpg,person,0.8244
196177,TikvahPharma,data\raw\images\TikvahPharma\196177.jpg,tv,0.8071
196177,TikvahPharma,data\raw\images\TikvahPharma\196177.jpg,person,0.4169
196177,TikvahPharma,data\raw\images\TikvahPharma\196177.jpg,keyboard,0.307
196178,TikvahPharma,data\raw\images\TikvahPharma\196178.jpg,laptop,0.7089
196181,TikvahPharma,data\raw\images\TikvahPharma\196181.jpg,,
196185,TikvahPharma,data\raw\images\TikvahPharma\196185.jpg,,
196189,TikvahPharma,data\raw\images\TikvahPharma\196189.jpg,,
196198,TikvahPharma,data\raw\images\TikvahPharma\196198.jpg,,
196199,TikvahPharma,data\raw\images\TikvahPharma\196199.jpg,,
196207,TikvahPharma,data\raw\images\TikvahPharma\196207.jpg,laptop,0.9522
196207,TikvahPharma,data\raw\images\TikvahPharma\196207.jpg,laptop,0.9129
196207,TikvahPharma,data\raw\images\TikvahPharma\196207.jpg,tv,0.8287
196207,TikvahPharma,data\raw\images\TikvahPharma\196207.jpg,person,0.8244
196207,TikvahPharma,data\raw\images\TikvahPharma\196207.jpg,tv,0.8071
196207,TikvahPharma,data\raw\images\TikvahPharma\196207.jpg,person,0.4169
196207,TikvahPharma,data\raw\images\TikvahPharma\196207.jpg,keyboard,0.307
196211,TikvahPharma,data\raw\images\TikvahPharma\196211.jpg,bowl,0.4237
196211,TikvahPharma,data\raw\images\TikvahPharma\196211.jpg,book,0.3294
196224,TikvahPharma,data\raw\images\TikvahPharma\196224.jpg,,
196225,TikvahPharma,data\raw\images\TikvahPharma\196225.jpg,,
196246,TikvahPharma,data\raw\images\TikvahPharma\196246.jpg,laptop,0.9522
196246,TikvahPharma,data\raw\images\TikvahPharma\196246.jpg,laptop,0.9129
196246,TikvahPharma,data\raw\images\TikvahPharma\196246.jpg,tv,0.8287
196246,TikvahPharma,data\raw\images\TikvahPharma\196246.jpg,person,0.8244
196246,TikvahPharma,data\raw\images\TikvahPharma\196246.jpg,tv,0.8071
196246,TikvahPharma,data\raw\images\TikvahPharma\196246.jpg,person,0.4169
196246,TikvahPharma,data\raw\images\TikvahPharma\196246.jpg,keyboard,0.307
196247,TikvahPharma,data\raw\images\TikvahPharma\196247.jpg,laptop,0.7089
196268,TikvahPharma,data\raw\images\TikvahPharma\196268.jpg,bowl,0.3644
196269,TikvahPharma,data\raw\images\TikvahPharma\196269.jpg,,
196270,TikvahPharma,data\raw\images\TikvahPharma\196270.jpg,,
196271,TikvahPharma,data\raw\images\TikvahPharma\196271.jpg,refrigerator,0.3358
196286,TikvahPharma,data\raw\images\TikvahPharma\196286.jpg,book,0.3337
196286,TikvahPharma,data\raw\images\TikvahPharma\196286.jpg,toothbrush,0.2555
196288,TikvahPharma,data\raw\images\TikvahPharma\196288.jpg,bowl,0.3644
196295,TikvahPharma,data\raw\images\TikvahPharma\196295.jpg,person,0.3923
196295,TikvahPharma,data\raw\images\TikvahPharma\196295.jpg,sports ball,0.2975
196310,TikvahPharma,data\raw\images\TikvahPharma\196310.jpg,,
196311,TikvahPharma,data\raw\images\TikvahPharma\196311.jpg,,
196312,TikvahPharma,data\raw\images\TikvahPharma\196312.jpg,refrigerator,0.3358
196313,TikvahPharma,data\raw\images\TikvahPharma\196313.jpg,laptop,0.7089
